Customer ID,Customer Type,Label,Timestamp,Measured kW,Stolen kW,True kW
c1,noisy,0,2025-01-01 18:15:00,124.196,0.0,124.196
c1,noisy,0,2025-01-01 18:30:00,111.007,0.0,111.007
c1,noisy,0,2025-01-01 18:45:00,127.034,0.0,127.034
c1,noisy,0,2025-01-01 19:00:00,104.424,0.0,104.424
c1,noisy,0,2025-01-01 19:15:00,135.14,0.0,135.14
c1,noisy,0,2025-01-01 19:30:00,113.203,0.0,113.203
c1,noisy,0,2025-01-01 19:45:00,147.5,0.0,147.5
c1,noisy,0,2025-01-01 20:00:00,122.83,0.0,122.83
c1,noisy,0,2025-01-01 20:15:00,100.581,0.0,100.581
c1,noisy,0,2025-01-01 20:30:00,86.502,0.0,86.502
c1,noisy,0,2025-01-01 20:45:00,120.767,0.0,120.767
c1,noisy,0,2025-01-01 21:00:00,126.183,0.0,126.183
c1,noisy,0,2025-01-01 21:15:00,117.344,0.0,117.344
c1,noisy,0,2025-01-01 21:30:00,112.346,0.0,112.346
c1,noisy,0,2025-01-01 21:45:00,111.236,0.0,111.236
c1,noisy,0,2025-01-01 22:00:00,105.861,0.0,105.861
c1,noisy,0,2025-01-01 22:15:00,109.968,0.0,109.968
c1,noisy,0,2025-01-01 22:30:00,94.859,0.0,94.859
c1,noisy,0,2025-01-01 22:45:00,113.381,0.0,113.381
c1,noisy,0,2025-01-01 23:00:00,54.123,0.0,54.123
c1,noisy,0,2025-01-01 23:15:00,68.868,0.0,68.868
c1,noisy,0,2025-01-01 23:30:00,75.015,0.0,75.015
c1,noisy,0,2025-01-01 23:45:00,60.871,0.0,60.871
c1,noisy,0,2025-01-02 00:00:00,40.91,0.0,40.91
c1,noisy,0,2025-01-02 00:15:00,45.878,0.0,45.878
c1,noisy,0,2025-01-02 00:30:00,49.468,0.0,49.468
c1,noisy,0,2025-01-02 00:45:00,44.697,0.0,44.697
c1,noisy,0,2025-01-02 01:00:00,51.54,0.0,51.54
c1,noisy,0,2025-01-02 01:15:00,50.508,0.0,50.508
c1,noisy,0,2025-01-02 01:30:00,55.792,0.0,55.792
c1,noisy,0,2025-01-02 01:45:00,48.449,0.0,48.449
c1,noisy,0,2025-01-02 02:00:00,53.038,0.0,53.038
c1,noisy,0,2025-01-02 02:15:00,52.388,0.0,52.388
c1,noisy,0,2025-01-02 02:30:00,43.889,0.0,43.889
c1,noisy,0,2025-01-02 02:45:00,54.394,0.0,54.394
c1,noisy,0,2025-01-02 03:00:00,46.022,0.0,46.022
c1,noisy,0,2025-01-02 03:15:00,45.524,0.0,45.524
c1,noisy,0,2025-01-02 03:30:00,39.278,0.0,39.278
c1,noisy,0,2025-01-02 03:45:00,47.527,0.0,47.527
c1,noisy,0,2025-01-02 04:00:00,46.85,0.0,46.85
c1,noisy,0,2025-01-02 04:15:00,51.675,0.0,51.675
c1,noisy,0,2025-01-02 04:30:00,48.423,0.0,48.423
c1,noisy,0,2025-01-02 04:45:00,51.944,0.0,51.944
c1,noisy,0,2025-01-02 05:00:00,41.632,0.0,41.632
c1,noisy,0,2025-01-02 05:15:00,52.981,0.0,52.981
c1,noisy,0,2025-01-02 05:30:00,47.086,0.0,47.086
c1,noisy,0,2025-01-02 05:45:00,47.524,0.0,47.524
c1,noisy,0,2025-01-02 06:00:00,82.297,0.0,82.297
c1,noisy,0,2025-01-02 06:15:00,69.045,0.0,69.045
c1,noisy,0,2025-01-02 06:30:00,68.552,0.0,68.552
c1,noisy,0,2025-01-02 06:45:00,62.099,0.0,62.099
c1,noisy,0,2025-01-02 07:00:00,101.205,0.0,101.205
c1,noisy,0,2025-01-02 07:15:00,68.547,0.0,68.547
c1,noisy,0,2025-01-02 07:30:00,69.819,0.0,69.819
c1,noisy,0,2025-01-02 07:45:00,64.795,0.0,64.795
c1,noisy,0,2025-01-02 08:00:00,73.408,0.0,73.408
c1,noisy,0,2025-01-02 08:15:00,69.539,0.0,69.539
c1,noisy,0,2025-01-02 08:30:00,79.991,0.0,79.991
c1,noisy,0,2025-01-02 08:45:00,69.521,0.0,69.521
c1,noisy,0,2025-01-02 09:00:00,69.978,0.0,69.978
c1,noisy,0,2025-01-02 09:15:00,76.625,0.0,76.625
c1,noisy,0,2025-01-02 09:30:00,71.204,0.0,71.204
c1,noisy,0,2025-01-02 09:45:00,57.152,0.0,57.152
c1,noisy,0,2025-01-02 10:00:00,59.462,0.0,59.462
c1,noisy,0,2025-01-02 10:15:00,70.467,0.0,70.467
c1,noisy,0,2025-01-02 10:30:00,77.004,0.0,77.004
c1,noisy,0,2025-01-02 10:45:00,61.997,0.0,61.997
c1,noisy,0,2025-01-02 11:00:00,77.049,0.0,77.049
c1,noisy,0,2025-01-02 11:15:00,74.334,0.0,74.334
c1,noisy,0,2025-01-02 11:30:00,66.58,0.0,66.58
c1,noisy,0,2025-01-02 11:45:00,82.531,0.0,82.531
c1,noisy,0,2025-01-02 12:00:00,85.169,0.0,85.169
c1,noisy,0,2025-01-02 12:15:00,92.543,0.0,92.543
c1,noisy,0,2025-01-02 12:30:00,91.506,0.0,91.506
c1,noisy,0,2025-01-02 12:45:00,91.252,0.0,91.252
c1,noisy,0,2025-01-02 13:00:00,72.335,0.0,72.335
c1,noisy,0,2025-01-02 13:15:00,97.369,0.0,97.369
c1,noisy,0,2025-01-02 13:30:00,79.889,0.0,79.889
c1,noisy,0,2025-01-02 13:45:00,69.463,0.0,69.463
c1,noisy,0,2025-01-02 14:00:00,76.14,0.0,76.14
c1,noisy,0,2025-01-02 14:15:00,77.859,0.0,77.859
c1,noisy,0,2025-01-02 14:30:00,98.17,0.0,98.17
c1,noisy,0,2025-01-02 14:45:00,80.612,0.0,80.612
c1,noisy,0,2025-01-02 15:00:00,83.218,0.0,83.218
c1,noisy,0,2025-01-02 15:15:00,87.646,0.0,87.646
c1,noisy,0,2025-01-02 15:30:00,87.816,0.0,87.816
c1,noisy,0,2025-01-02 15:45:00,100.808,0.0,100.808
c1,noisy,0,2025-01-02 16:00:00,117.441,0.0,117.441
c1,noisy,0,2025-01-02 16:15:00,92.571,0.0,92.571
c1,noisy,0,2025-01-02 16:30:00,79.997,0.0,79.997
c1,noisy,0,2025-01-02 16:45:00,86.582,0.0,86.582
c1,noisy,0,2025-01-02 17:00:00,93.799,0.0,93.799
c1,noisy,0,2025-01-02 17:15:00,107.836,0.0,107.836
c1,noisy,0,2025-01-02 17:30:00,71.57,0.0,71.57
c1,noisy,0,2025-01-02 17:45:00,79.133,0.0,79.133
c1,noisy,0,2025-01-02 18:00:00,128.926,0.0,128.926
c1,noisy,0,2025-01-02 18:15:00,120.853,0.0,120.853
c1,noisy,0,2025-01-02 18:30:00,115.795,0.0,115.795
c1,noisy,0,2025-01-02 18:45:00,130.485,0.0,130.485
c1,noisy,0,2025-01-02 19:00:00,122.216,0.0,122.216
c1,noisy,0,2025-01-02 19:15:00,99.007,0.0,99.007
c1,noisy,0,2025-01-02 19:30:00,101.323,0.0,101.323
c1,noisy,0,2025-01-02 19:45:00,126.089,0.0,126.089
c1,noisy,0,2025-01-02 20:00:00,118.168,0.0,118.168
c1,noisy,0,2025-01-02 20:15:00,126.925,0.0,126.925
c1,noisy,0,2025-01-02 20:30:00,124.436,0.0,124.436
c1,noisy,0,2025-01-02 20:45:00,143.1,0.0,143.1
c1,noisy,0,2025-01-02 21:00:00,115.759,0.0,115.759
c1,noisy,0,2025-01-02 21:15:00,102.577,0.0,102.577
c1,noisy,0,2025-01-02 21:30:00,121.052,0.0,121.052
c1,noisy,0,2025-01-02 21:45:00,102.791,0.0,102.791
c1,noisy,0,2025-01-02 22:00:00,145.041,0.0,145.041
c1,noisy,0,2025-01-02 22:15:00,123.548,0.0,123.548
c1,noisy,0,2025-01-02 22:30:00,107.059,0.0,107.059
c1,noisy,0,2025-01-02 22:45:00,132.94,0.0,132.94
c1,noisy,0,2025-01-02 23:00:00,47.53,0.0,47.53
c1,noisy,0,2025-01-02 23:15:00,58.551,0.0,58.551
c1,noisy,0,2025-01-02 23:30:00,62.791,0.0,62.791
c1,noisy,0,2025-01-02 23:45:00,64.594,0.0,64.594
c2,peak_thief,1,2025-01-01 00:00:00,56.939,0.0,56.939
c2,peak_thief,1,2025-01-01 00:15:00,64.846,0.0,64.846
c2,peak_thief,1,2025-01-01 00:30:00,61.806,0.0,61.806
c2,peak_thief,1,2025-01-01 00:45:00,55.032,0.0,55.032
c2,peak_thief,1,2025-01-01 01:00:00,61.725,0.0,61.725
c2,peak_thief,1,2025-01-01 01:15:00,56.767,0.0,56.767
c2,peak_thief,1,2025-01-01 01:30:00,58.593,0.0,58.593
c2,peak_thief,1,2025-01-01 01:45:00,58.553,0.0,58.553
c2,peak_thief,1,2025-01-01 02:00:00,59.98,0.0,59.98
c2,peak_thief,1,2025-01-01 02:15:00,58.558,0.0,58.558
c2,peak_thief,1,2025-01-01 02:30:00,61.572,0.0,61.572
c2,peak_thief,1,2025-01-01 02:45:00,58.034,0.0,58.034
c2,peak_thief,1,2025-01-01 03:00:00,61.816,0.0,61.816
c2,peak_thief,1,2025-01-01 03:15:00,65.31,0.0,65.31
c2,peak_thief,1,2025-01-01 03:30:00,58.221,0.0,58.221
c2,peak_thief,1,2025-01-01 03:45:00,55.205,0.0,55.205
c2,peak_thief,1,2025-01-01 04:00:00,58.757,0.0,58.757
c2,peak_thief,1,2025-01-01 04:15:00,62.711,0.0,62.711
c2,peak_thief,1,2025-01-01 04:30:00,57.757,0.0,57.757
c2,peak_thief,1,2025-01-01 04:45:00,59.653,0.0,59.653
c2,peak_thief,1,2025-01-01 05:00:00,59.577,0.0,59.577
c2,peak_thief,1,2025-01-01 05:15:00,62.266,0.0,62.266
c2,peak_thief,1,2025-01-01 05:30:00,59.967,0.0,59.967
c2,peak_thief,1,2025-01-01 05:45:00,60.943,0.0,60.943
c2,peak_thief,1,2025-01-01 06:00:00,87.39,0.0,87.39
c2,peak_thief,1,2025-01-01 06:15:00,81.262,0.0,81.262
c2,peak_thief,1,2025-01-01 06:30:00,79.266,0.0,79.266
c2,peak_thief,1,2025-01-01 06:45:00,81.75,0.0,81.75
c2,peak_thief,1,2025-01-01 07:00:00,88.2,0.0,88.2
c2,peak_thief,1,2025-01-01 07:15:00,86.281,0.0,86.281
c2,peak_thief,1,2025-01-01 07:30:00,77.914,0.0,77.914
c2,peak_thief,1,2025-01-01 07:45:00,81.838,0.0,81.838
c2,peak_thief,1,2025-01-01 08:00:00,82.919,0.0,82.919
c2,peak_thief,1,2025-01-01 08:15:00,74.807,0.0,74.807
c2,peak_thief,1,2025-01-01 08:30:00,90.44,0.0,90.44
c2,peak_thief,1,2025-01-01 08:45:00,82.196,0.0,82.196
c2,peak_thief,1,2025-01-01 09:00:00,83.581,0.0,83.581
c2,peak_thief,1,2025-01-01 09:15:00,80.982,0.0,80.982
c2,peak_thief,1,2025-01-01 09:30:00,77.119,0.0,77.119
c2,peak_thief,1,2025-01-01 09:45:00,81.303,0.0,81.303
c2,peak_thief,1,2025-01-01 10:00:00,82.323,0.0,82.323
c2,peak_thief,1,2025-01-01 10:15:00,89.039,0.0,89.039
c2,peak_thief,1,2025-01-01 10:30:00,80.876,0.0,80.876
c2,peak_thief,1,2025-01-01 10:45:00,85.813,0.0,85.813
c2,peak_thief,1,2025-01-01 11:00:00,81.189,0.0,81.189
c2,peak_thief,1,2025-01-01 11:15:00,74.548,0.0,74.548
c2,peak_thief,1,2025-01-01 11:30:00,81.609,0.0,81.609
c2,peak_thief,1,2025-01-01 11:45:00,80.441,0.0,80.441
c2,peak_thief,1,2025-01-01 12:00:00,103.644,0.0,103.644
c2,peak_thief,1,2025-01-01 12:15:00,105.162,0.0,105.162
c2,peak_thief,1,2025-01-01 12:30:00,106.334,0.0,106.334
c2,peak_thief,1,2025-01-01 12:45:00,107.177,0.0,107.177
c2,peak_thief,1,2025-01-01 13:00:00,118.365,0.0,118.365
c2,peak_thief,1,2025-01-01 13:15:00,103.434,0.0,103.434
c2,peak_thief,1,2025-01-01 13:30:00,101.096,0.0,101.096
c2,peak_thief,1,2025-01-01 13:45:00,113.969,0.0,113.969
c2,peak_thief,1,2025-01-01 14:00:00,107.447,0.0,107.447
c2,peak_thief,1,2025-01-01 14:15:00,106.046,0.0,106.046
c2,peak_thief,1,2025-01-01 14:30:00,110.308,0.0,110.308
c2,peak_thief,1,2025-01-01 14:45:00,103.994,0.0,103.994
c2,peak_thief,1,2025-01-01 15:00:00,109.298,0.0,109.298
c2,peak_thief,1,2025-01-01 15:15:00,111.349,0.0,111.349
c2,peak_thief,1,2025-01-01 15:30:00,109.235,0.0,109.235
c2,peak_thief,1,2025-01-01 15:45:00,104.197,0.0,104.197
c2,peak_thief,1,2025-01-01 16:00:00,105.507,0.0,105.507
c2,peak_thief,1,2025-01-01 16:15:00,107.229,0.0,107.229
c2,peak_thief,1,2025-01-01 16:30:00,101.965,0.0,101.965
c2,peak_thief,1,2025-01-01 16:45:00,103.477,0.0,103.477
c2,peak_thief,1,2025-01-01 17:00:00,106.304,0.0,106.304
c2,peak_thief,1,2025-01-01 17:15:00,100.749,0.0,100.749
c2,peak_thief,1,2025-01-01 17:30:00,103.213,0.0,103.213
c2,peak_thief,1,2025-01-01 17:45:00,110.428,0.0,110.428
c2,peak_thief,1,2025-01-01 18:00:00,96.414,13.289,109.703
c2,peak_thief,1,2025-01-01 18:15:00,109.748,9.284,119.03200000000001
c2,peak_thief,1,2025-01-01 18:30:00,100.289,11.204,111.493
c2,peak_thief,1,2025-01-01 18:45:00,104.451,14.644,119.095
c2,peak_thief,1,2025-01-01 19:00:00,86.681,8.388,95.069
c2,peak_thief,1,2025-01-01 19:15:00,77.086,11.485,88.571
c2,peak_thief,1,2025-01-01 19:30:00,82.537,14.933,97.47
c2,peak_thief,1,2025-01-01 19:45:00,93.015,12.141,105.156
c2,peak_thief,1,2025-01-01 20:00:00,95.292,17.198,112.49000000000001
c2,peak_thief,1,2025-01-01 20:15:00,81.317,11.237,92.55399999999999
c2,peak_thief,1,2025-01-01 20:30:00,101.734,16.015,117.749
c2,peak_thief,1,2025-01-01 20:45:00,104.579,17.193,121.77199999999999
c2,peak_thief,1,2025-01-01 21:00:00,148.877,0.0,148.877
c2,peak_thief,1,2025-01-01 21:15:00,140.026,0.0,140.026
c2,peak_thief,1,2025-01-01 21:30:00,152.606,0.0,152.606
c2,peak_thief,1,2025-01-01 21:45:00,139.375,0.0,139.375
c2,peak_thief,1,2025-01-01 22:00:00,143.38,0.0,143.38
c2,peak_thief,1,2025-01-01 22:15:00,138.496,0.0,138.496
c2,peak_thief,1,2025-01-01 22:30:00,145.765,0.0,145.765
c2,peak_thief,1,2025-01-01 22:45:00,143.311,0.0,143.311
c2,peak_thief,1,2025-01-01 23:00:00,68.628,0.0,68.628
c2,peak_thief,1,2025-01-01 23:15:00,69.868,0.0,69.868
c2,peak_thief,1,2025-01-01 23:30:00,70.462,0.0,70.462
c2,peak_thief,1,2025-01-01 23:45:00,72.928,0.0,72.928
c2,peak_thief,1,2025-01-02 00:00:00,58.813,0.0,58.813
c2,peak_thief,1,2025-01-02 00:15:00,59.451,0.0,59.451
c2,peak_thief,1,2025-01-02 00:30:00,60.176,0.0,60.176
c2,peak_thief,1,2025-01-02 00:45:00,62.803,0.0,62.803
c2,peak_thief,1,2025-01-02 01:00:00,59.534,0.0,59.534
c2,peak_thief,1,2025-01-02 01:15:00,54.969,0.0,54.969
c2,peak_thief,1,2025-01-02 01:30:00,57.36,0.0,57.36
c2,peak_thief,1,2025-01-02 01:45:00,59.93,0.0,59.93
c2,peak_thief,1,2025-01-02 02:00:00,63.119,0.0,63.119
c2,peak_thief,1,2025-01-02 02:15:00,56.425,0.0,56.425
c2,peak_thief,1,2025-01-02 02:30:00,61.246,0.0,61.246
c2,peak_thief,1,2025-01-02 02:45:00,59.593,0.0,59.593
c2,peak_thief,1,2025-01-02 03:00:00,56.751,0.0,56.751
c2,peak_thief,1,2025-01-02 03:15:00,53.137,0.0,53.137
c2,peak_thief,1,2025-01-02 03:30:00,65.486,0.0,65.486
c2,peak_thief,1,2025-01-02 03:45:00,61.669,0.0,61.669
c2,peak_thief,1,2025-01-02 04:00:00,59.731,0.0,59.731
c2,peak_thief,1,2025-01-02 04:15:00,61.695,0.0,61.695
c2,peak_thief,1,2025-01-02 04:30:00,61.358,0.0,61.358
c2,peak_thief,1,2025-01-02 04:45:00,60.121,0.0,60.121
c2,peak_thief,1,2025-01-02 05:00:00,62.064,0.0,62.064
c2,peak_thief,1,2025-01-02 05:15:00,59.269,0.0,59.269
c2,peak_thief,1,2025-01-02 05:30:00,64.074,0.0,64.074
c2,peak_thief,1,2025-01-02 05:45:00,62.043,0.0,62.043
c2,peak_thief,1,2025-01-02 06:00:00,84.994,0.0,84.994
c2,peak_thief,1,2025-01-02 06:15:00,78.076,0.0,78.076
c2,peak_thief,1,2025-01-02 06:30:00,81.858,0.0,81.858
c2,peak_thief,1,2025-01-02 06:45:00,86.907,0.0,86.907
c2,peak_thief,1,2025-01-02 07:00:00,81.59,0.0,81.59
c2,peak_thief,1,2025-01-02 07:15:00,80.409,0.0,80.409
c2,peak_thief,1,2025-01-02 07:30:00,88.93,0.0,88.93
c2,peak_thief,1,2025-01-02 07:45:00,92.685,0.0,92.685
c2,peak_thief,1,2025-01-02 08:00:00,77.342,0.0,77.342
c2,peak_thief,1,2025-01-02 08:15:00,81.424,0.0,81.424
c2,peak_thief,1,2025-01-02 08:30:00,88.563,0.0,88.563
c2,peak_thief,1,2025-01-02 08:45:00,81.703,0.0,81.703
c2,peak_thief,1,2025-01-02 09:00:00,85.213,0.0,85.213
c2,peak_thief,1,2025-01-02 09:15:00,85.564,0.0,85.564
c2,peak_thief,1,2025-01-02 09:30:00,80.929,0.0,80.929
c2,peak_thief,1,2025-01-02 09:45:00,89.431,0.0,89.431
c2,peak_thief,1,2025-01-02 10:00:00,83.124,0.0,83.124
c2,peak_thief,1,2025-01-02 10:15:00,83.126,0.0,83.126
c2,peak_thief,1,2025-01-02 10:30:00,83.334,0.0,83.334
c2,peak_thief,1,2025-01-02 10:45:00,87.313,0.0,87.313
c2,peak_thief,1,2025-01-02 11:00:00,87.54,0.0,87.54
c2,peak_thief,1,2025-01-02 11:15:00,76.733,0.0,76.733
c2,peak_thief,1,2025-01-02 11:30:00,81.292,0.0,81.292
c2,peak_thief,1,2025-01-02 11:45:00,76.848,0.0,76.848
c2,peak_thief,1,2025-01-02 12:00:00,69.001,10.798,79.799
c2,peak_thief,1,2025-01-02 12:15:00,69.124,15.912,85.036
c2,peak_thief,1,2025-01-02 12:30:00,72.679,11.463,84.142
c2,peak_thief,1,2025-01-02 12:45:00,72.903,9.253,82.156
c2,peak_thief,1,2025-01-02 13:00:00,81.813,8.316,90.129
c2,peak_thief,1,2025-01-02 13:15:00,81.934,15.369,97.303
c2,peak_thief,1,2025-01-02 13:30:00,60.723,13.856,74.579
c2,peak_thief,1,2025-01-02 13:45:00,60.382,10.722,71.104
c2,peak_thief,1,2025-01-02 14:00:00,66.018,14.645,80.663
c2,peak_thief,1,2025-01-02 14:15:00,72.39,9.918,82.30799999999999
c2,peak_thief,1,2025-01-02 14:30:00,67.707,17.312,85.01899999999999
c2,peak_thief,1,2025-01-02 14:45:00,65.601,8.266,73.867
c2,peak_thief,1,2025-01-02 15:00:00,103.106,0.0,103.106
c2,peak_thief,1,2025-01-02 15:15:00,102.128,0.0,102.128
c2,peak_thief,1,2025-01-02 15:30:00,117.375,0.0,117.375
c2,peak_thief,1,2025-01-02 15:45:00,105.617,0.0,105.617
c2,peak_thief,1,2025-01-02 16:00:00,102.033,0.0,102.033
c2,peak_thief,1,2025-01-02 16:15:00,112.939,0.0,112.939
c2,peak_thief,1,2025-01-02 16:30:00,101.395,0.0,101.395
c2,peak_thief,1,2025-01-02 16:45:00,115.939,0.0,115.939
c2,peak_thief,1,2025-01-02 17:00:00,118.686,0.0,118.686
c2,peak_thief,1,2025-01-02 17:15:00,113.253,0.0,113.253
c2,peak_thief,1,2025-01-02 17:30:00,112.786,0.0,112.786
c2,peak_thief,1,2025-01-02 17:45:00,99.384,0.0,99.384
c2,peak_thief,1,2025-01-02 18:00:00,124.394,0.0,124.394
c2,peak_thief,1,2025-01-02 18:15:00,136.612,0.0,136.612
c2,peak_thief,1,2025-01-02 18:30:00,147.67,0.0,147.67
c2,peak_thief,1,2025-01-02 18:45:00,145.603,0.0,145.603
c2,peak_thief,1,2025-01-02 19:00:00,136.233,0.0,136.233
c2,peak_thief,1,2025-01-02 19:15:00,146.51,0.0,146.51
c2,peak_thief,1,2025-01-02 19:30:00,134.774,0.0,134.774
c2,peak_thief,1,2025-01-02 19:45:00,150.908,0.0,150.908
c2,peak_thief,1,2025-01-02 20:00:00,144.471,0.0,144.471
c2,peak_thief,1,2025-01-02 20:15:00,149.105,0.0,149.105
c2,peak_thief,1,2025-01-02 20:30:00,135.134,0.0,135.134
c2,peak_thief,1,2025-01-02 20:45:00,146.488,0.0,146.488
c2,peak_thief,1,2025-01-02 21:00:00,138.493,0.0,138.493
c2,peak_thief,1,2025-01-02 21:15:00,132.611,0.0,132.611
c2,peak_thief,1,2025-01-02 21:30:00,132.935,0.0,132.935
c2,peak_thief,1,2025-01-02 21:45:00,153.852,0.0,153.852
c2,peak_thief,1,2025-01-02 22:00:00,144.714,0.0,144.714
c2,peak_thief,1,2025-01-02 22:15:00,142.349,0.0,142.349
c2,peak_thief,1,2025-01-02 22:30:00,140.56,0.0,140.56
c2,peak_thief,1,2025-01-02 22:45:00,147.017,0.0,147.017
c2,peak_thief,1,2025-01-02 23:00:00,67.277,0.0,67.277
c2,peak_thief,1,2025-01-02 23:15:00,68.155,0.0,68.155
c2,peak_thief,1,2025-01-02 23:30:00,72.725,0.0,72.725
c2,peak_thief,1,2025-01-02 23:45:00,67.911,0.0,67.911
c3,normal,0,2025-01-01 00:00:00,42.896,0.0,42.896
c3,normal,0,2025-01-01 00:15:00,36.958,0.0,36.958
c3,normal,0,2025-01-01 00:30:00,38.706,0.0,38.706
c3,normal,0,2025-01-01 00:45:00,44.095,0.0,44.095
c3,normal,0,2025-01-01 01:00:00,43.387,0.0,43.387
c3,normal,0,2025-01-01 01:15:00,39.09,0.0,39.09
c3,normal,0,2025-01-01 01:30:00,45.249,0.0,45.249
c3,normal,0,2025-01-01 01:45:00,44.883,0.0,44.883
c3,normal,0,2025-01-01 02:00:00,38.271,0.0,38.271
c3,normal,0,2025-01-01 02:15:00,41.535,0.0,41.535
c3,normal,0,2025-01-01 02:30:00,40.239,0.0,40.239
c3,normal,0,2025-01-01 02:45:00,39.174,0.0,39.174
c3,normal,0,2025-01-01 03:00:00,39.711,0.0,39.711
